"Token","ShortName","Series","CompanyName","TickSize","LotSize","ScripCode","MarketLot","BCastFlag","AVMBuyMargin","AVMSellMargin","ScripID","ScripName","GroupName","NdFlag","NDSDate","NDEDate","SuspStatus","avmflag","SuspensionReason","Suspensiondate","DateOfListing","DateOfDeListing","IssuePrice","FaceValue","ISINCode","52WeeksHigh","52WeeksLow","LifeTimeHigh","LifeTimeLow","HighDate","LowDate","MarginPercentage","ExchangeCode"
"800078","03D001","DR","11.10% GOI LOAN 07/04/2003",115.1,1,"800078",0,0,0,0,"CG1110S9803","11.10% GOI LOAN 07/04/2003","","","","","","","","","","",94.2,100,"INY019980013",0,0,104.65,104.3,"","","","CG1110S9803"
"800004","03E001","DR","GOI LOAN 5.75% 2003",110.2,1,"800004",0,0,0,0,"CG0575S7303","GOI LOAN 5.75% 2003","","","","","","","","","","",90.2,100,"IN0019730012",0,0,0,0,"","","","CG0575S7303"
"800032","03E002","DR","GOI LOAN 11% 2003",112.25,1,"800032",0,0,0,0,"CG1100S8803","GOI LOAN 11% 2003","","","","","","","","","","",91.85,100,"IN0019880023",0,0,0,0,"","","","CG1100S8803"
"800049","04C001","DR","12.50% GOI LOAN 23/03/2004",114.4,1,"800049",0,0,0,0,"CG1250S9404","12.50% GOI LOAN 23/03/2004","","","","","","","","","","",93.6,100,"INY019930083",0,0,104,103.5,"","","","CG1250S9404"
"800081","04E001","DR","11.50% GOI LOAN 09/05/2004",118.6,1,"800081",0,0,0,0,"CG1150S9804","11.50% GOI LOAN 09/05/2004","","","","","","","","","","",97.1,100,"INY019980054",0,0,0,0,"","","","CG1150S9804"
"800051","04E002","DR","GOI LOAN 12.35% 2004",110,1,"800051",0,0,0,0,"CG1235S9404","GOI LOAN 12.35% 2004","","","","","","","","","","",90,100,"INY019940025",0,0,0,0,"","","","CG1235S9404"
"800007","04F001","DR","GOI LOAN 6.50% 2004",113.65,1,"800007",0,0,0,0,"CG0650S7704","GOI LOAN 6.50% 2004","","","","","","","","","","",93.05,100,"IN0019770026",0,0,0,0,"","","","CG0650S7704"
"800070","04F002","DR","GOI LOAN 12.59% 2004",0.02,1,"800070",0,0,0,0,"CG1259S9704","GOI LOAN 12.59% 2004","","","","","","","","","","",0.01,100,"INY019970063",0,0,0,0,"","","","CG1259S9704"
"800093","04I001","DR","11.98% GOI LOAN 08/09/2004",141.9,1,"800093",0,0,0,0,"CG1198S9804","11.98% GOI LOAN 08/09/2004","","","","","","","","","","",116.1,100,"INY019980211",0,0,0,0,"","","","CG1198S9804"
"800029","04J001","DR","GOI LOAN 11.30% 2004",121.05,1,"800029",0,0,0,0,"CG1130S8604","GOI LOAN 11.30% 2004","","","","","","","","","","",99.05,100,"IN0019860090",0,0,0,0,"","","","CG1130S8604"
"800103","05D001","DR","9.90% GOI LOAN 22/04/2005",120.55,1,"800103",0,0,0,0,"CG0990S0005","9.90% GOI LOAN 22/04/2005","","","","","","","","","","",98.65,100,"INY020000017",0,0,0,0,"","","","CG0990S0005"
"800055","05E001","DR","GOI LOAN 13.75% 2005",0.02,1,"800055",0,0,0,0,"CG1375S9505","GOI LOAN 13.75% 2005","","","","","","","","","","",0.01,100,"INY019950024",0,0,0,0,"","","","CG1375S9505"
"800057","05F001","DR","14.00% GOI LOAN 08/06/2005",134.2,1,"800057",0,0,0,0,"CG1400S9505","14.00% GOI LOAN 08/06/2005","","","","","","","","","","",109.8,100,"INY019950040",0,0,122,122,"","","","CG1400S9505"
"800036","05F002","DR","GOI LOAN 11.25% 2005",124.45,1,"800036",0,0,0,0,"CG1125S9005","GOI LOAN 11.25% 2005","","","","","","","","","","",101.85,100,"IN0019900037",0,0,0,0,"","","","CG1125S9005"
"800073","05H001","DR","11.19% GOI LOAN 12/08/2005",125.4,1,"800073",0,0,0,0,"CG1119S9705","11.19% GOI LOAN 12/08/2005","","","","","","","","","","",102.6,100,"INY019970097",118.75,114,118.75,114,"","","","CG1119S9705"
"800058","05I001","DR","GOI LOAN 14% 2005",110,1,"800058",0,0,0,0,"CG1400A9505","GOI LOAN 14% 2005","","","","","","","","","","",90,100,"INY019954018",0,0,0,0,"","","","CG1400A9505"
"800008","05J001","DR","GOI LOAN 6.50% 2005",111.9,1,"800008",0,0,0,0,"CG0650S7705","GOI LOAN 6.50% 2005","","","","","","","","","","",91.6,100,"IN0019770059",0,0,101.75,101.75,"","","","CG0650S7705"
"800018","05J002","DR","GOI LOAN 8.25% 2005",117.9,1,"800018",0,0,0,0,"CG0825S8205","GOI LOAN 8.25% 2005","","","","","","","","","","",96.5,100,"IN0019820086",0,0,0,0,"","","","CG0825S8205"
"800060","06C001","DR","GOI LOAN 14% 2006",110,1,"800060",0,0,0,0,"CG1400S9606","GOI LOAN 14% 2006","","","","","","","","","","",90,100,"INY019950164",0,0,0,0,"","","","CG1400S9606"
"800100","06D001","DR","GOI LOAN 11.68% 2006",110,1,"800100",0,0,0,0,"CG1168S9906","GOI LOAN 11.68% 2006","","","","","","","","","","",90,100,"INY019990038",0,0,0,0,"","","","CG1168S9906"
"800009","06E001","DR","GOI LOAN 6.75% 2006",112.6,1,"800009",0,0,0,0,"CG0675S7806","GOI LOAN 6.75% 2006","","","","","","","","","","",92.2,100,"IN0019780025",0,0,102.4,102.4,"","","","CG0675S7806"
"800028","06E002","DR","GOI LOAN 11.50% 2006",132.3,1,"800028",0,0,0,0,"CG1150S8606","GOI LOAN 11.50% 2006","","","","","","","","","","",108.3,100,"IN0019860033",0,0,0,0,"","","","CG1150S8606"
"800063","06F001","DR","13.85% GOI LOAN 24/06/2006",138.7,1,"800063",0,0,0,0,"CG1385S9606","13.85% GOI LOAN 24/06/2006","","","","","","","","","","",113.5,100,"INY019964017",0,0,0,0,"","","","CG1385S9606"
"800109","06G001","DR","11.00% GOI LOAN 28/07/2006",129.4,1,"800109",0,0,0,0,"CG1100S0006","11.00% GOI LOAN 28/07/2006","","","","","","","","","","",105.9,100,"INY020000074",0,0,0,0,"","","","CG1100S0006"
"800064","06H001","DR","13.85% GOI LOAN 26/08/2006",138.9,1,"800064",0,0,0,0,"CG1385A9606","13.85% GOI LOAN 26/08/2006","","","","","","","","","","",113.7,100,"INY019960056",0,0,126.31,126.31,"","","","CG1385A9606"
"800067","07B001","DR","13.65% GOI LOAN 21/02/2007",141.35,1,"800067",0,0,0,0,"CG1365S9707","13.65% GOI LOAN 21/02/2007","","","","","","","","","","",115.65,100,"INY019960098",133.31,127.13,133.31,127.13,"","","","CG1365S9707"
"800044","07C001","DR","12.50% GOI LOAN 25/03/2007",138.45,1,"800044",0,0,0,0,"CG1250S9207","12.50% GOI LOAN 25/03/2007","","","","","","","","","","",113.35,100,"INY019910192",0,0,0,0,"","","","CG1250S9207"
"800068","07D001","DR","GOI LOAN 13.05% 2007",110,1,"800068",0,0,0,0,"CG1305S9707","GOI LOAN 13.05% 2007","","","","","","","","","","",90,100,"INY019970014",0,0,0,0,"","","","CG1305S9707"
"800082","07E001","DR","11.90% GOI LOAN 28/05/2007",135.75,1,"800082",0,0,0,0,"CG1190S9807","11.90% GOI LOAN 28/05/2007","","","","","","","","","","",111.15,100,"INY019980062",123.85,123.45,123.85,123.45,"","","","CG1190S9807"
"800031","07J001","DR","GOI LOAN 11.50% 2007",136.85,1,"800031",0,0,0,0,"CG1150S8707","GOI LOAN 11.50% 2007","","","","","","","","","","",112.05,100,"IN0019870073",0,0,0,0,"","","","CG1150S8707"
"800011","07K001","DR","GOI LOAN 6.75% 2007",113.3,1,"800011",0,0,0,0,"CG0675S7807","GOI LOAN 6.75% 2007","","","","","","","","","","",92.7,100,"IN0019780074",0,0,103,102.6,"","","","CG0675S7807"
"800021","08B001","DR","GOI LOAN 9.50% 2008",128.95,1,"800021",0,0,0,0,"CG0950S8408","GOI LOAN 9.50% 2008","","","","","","","","","","",105.55,100,"IN0019830143",0,0,0,0,"","","","CG0950S8408"
"800080","08E001","DR","12.00% GOI LOAN 02/05/2008",142,1,"800080",0,0,0,0,"CG1200S9808","12.00% GOI LOAN 02/05/2008","","","","","","","","","","",116.2,100,"INY019980047",0,0,0,0,"","","","CG1200S9808"
"800084","08F001","DR","12.10% GOI LOAN 19/06/2008",144.2,1,"800084",0,0,0,0,"CG1210S9808","12.10% GOI LOAN 19/06/2008","","","","","","","","","","",118,100,"INY019980096",0,0,131.08,131.08,"","","","CG1210S9808"
"800089","08G001","DR","12.22% GOI LOAN 24/07/2008",144.25,1,"800089",0,0,0,0,"CG1222S9808","12.22% GOI LOAN 24/07/2008","","","","","","","","","","",118.05,100,"INY019980153",0,0,0,0,"","","","CG1222S9808"
"800112","08H001","DR","11.40% GOI LOAN 31/08/2008",140.4,1,"800112",0,0,0,0,"CG1140S0008","11.40% GOI LOAN 31/08/2008","","","","","","","","","","",114.9,100,"INY020000108",0,0,0,0,"","","","CG1140S0008"
"800094","08I001","DR","12.25% GOI LOAN 08/09/2008",144.3,1,"800094",0,0,0,0,"CG1225S9808","12.25% GOI LOAN 08/09/2008","","","","","","","","","","",118.1,100,"INY019980229",0,0,131.2,130.45,"","","","CG1225S9808"
"800099","09D001","DR","11.99% GOI LOAN 07/04/2009",146.2,1,"800099",0,0,0,0,"CG1199S9909","11.99% GOI LOAN 07/04/2009","","","","","","","","","","",119.7,100,"INY019990012",0,0,0,0,"","","","CG1199S9909"
"800130","09D002","DR","6.65% GOI LOAN 05/04/2009",117.7,1,"800130",0,0,0,0,"CG0665S0209","6.65% GOI LOAN 05/04/2009","","","","","","","","","","",96.3,100,"INY020020015",0,0,107,107,"","","","CG0665S0209"
"800012","09E001","DR","GOI LOAN 7% 2009",118.85,1,"800012",0,0,0,0,"CG0700S7909","GOI LOAN 7% 2009","","","","","","","","","","",97.25,100,"IN0019790024",0,0,108.05,107.4,"","","","CG0700S7909"
"800035","09E002","DR","GOI LOAN 11.50% 2009",143.85,1,"800035",0,0,0,0,"CG1150S8909","GOI LOAN 11.50% 2009","","","","","","","","","","",117.75,100,"IN0019890030",0,0,0,0,"","","","CG1150S8909"
"800505","0GSC31","DR","GSEC STRIP 19MR31",65.86,1,"800505",0,0,0,0,"GS19MAR2031","GSEC STRIP 19MR31","","","","","","","","","","",53.9,100,"IN000331C040",0,0,0,0,"","","","GS19MAR2031"
"800509","0GSC32","DR","GSEC STRIP 19MR32",55.66,1,"800509",0,0,0,0,"GS19MAR2032","GSEC STRIP 19MR32","","","","","","","","","","",45.54,100,"IN000332C048",0,0,0,0,"","","","GS19MAR2032"
"800496","0GSI26","DR","GSEC STRIP 19SP26",93.25,1,"800496",0,0,0,0,"GS19SEP2026","GSEC STRIP 19SP26","","","","","","","","","","",76.31,100,"IN000926C047",0,0,0,0,"","","","GS19SEP2026"
"800600","0GSI41","DR","GSEC STRIP 12SP41",31.55,1,"800600",0,0,0,0,"GS12SEP2041","GSEC STRIP 12SP41","","","","","","","","","","",25.83,100,"IN000941C046",0,0,0,0,"","","","GS12SEP2041"
"800097","10A001","DR","12.29% GOI LOAN 29/01/2010",151.6,1,"800097",0,0,0,0,"CG1229S9910","12.29% GOI LOAN 29/01/2010","","","","","","","","","","",124.1,100,"INY019980336",0,0,0,0,"","","","CG1229S9910"
"800133","10E001","DR","7.55% GOI LOAN 14/05/2010",124.05,1,"800133",0,0,0,0,"CG0755S0210","7.55% GOI LOAN 14/05/2010","","","","","","","","","","",101.55,100,"INY020020064",112.8,112.8,112.8,111.7,"","","","CG0755S0210"
"800013","10E002","DR","GOI LOAN 7.50% 2010",119.7,1,"800013",0,0,0,0,"CG0750S8010","GOI LOAN 7.50% 2010","","","","","","","","","","",98,100,"IN0019800021",0,0,108.85,108.85,"","","","CG0750S8010"
"800037","10F001","DR","GOI LOAN 11.50% 2010",144.1,1,"800037",0,0,0,0,"CG1150S9010","GOI LOAN 11.50% 2010","","","","","","","","","","",117.9,100,"IN0019900045",0,0,131,131,"","","","CG1150S9010"
"800087","10G001","DR","12.25% GOI LOAN 02/07/2010",153.15,1,"800087",0,0,0,0,"CG1225S9810","12.25% GOI LOAN 02/07/2010","","","","","","","","","","",125.35,100,"INY019980120",0,0,0,0,"","","","CG1225S9810"
"800110","10G002","DR","11.30% GOI LOAN 28/07/2010",147.1,1,"800110",0,0,0,0,"CG1130S0010","11.30% GOI LOAN 28/07/2010","","","","","","","","","","",120.4,100,"INY020000082",0,0,0,0,"","","","CG1130S0010"
"800098","11A001","DR","12.32% GOI LOAN 29/01/2011",156,1,"800098",0,0,0,0,"CG1232S9911","12.32% GOI LOAN 29/01/2011","","","","","","","","","","",127.7,100,"INY019980344",0,0,0,0,"","","","CG1232S9911"
"800014","11D001","DR","GOI LOAN 8% 2011",126.4,1,"800014",0,0,0,0,"CG0800S8111","GOI LOAN 8% 2011","","","","","","","","","","",103.5,100,"IN0019810020",0,0,114.95,113.65,"","","","CG0800S8111"
"800120","11G001","DR","9.39% GOI LOAN 02/07/2011",142.65,1,"800120",0,0,0,0,"CG0939S0111","9.39% GOI LOAN 02/07/2011","","","","","","","","","","",116.75,100,"INY020010057",128.8,121.07,129.7,119.15,"","","","CG0939S0111"
"800040","11H001","DR","11.50% GOI LOAN 05/08/2011",152,1,"800040",0,0,0,0,"CG1150S9111","11.50% GOI LOAN 05/08/2011","","","","","","","","","","",124.4,100,"INY019910044",0,0,0,0,"","","","CG1150S9111"
"800043","11J001","DR","12.00% GOI LOAN 21/10/2011",156.45,1,"800043",0,0,0,0,"CG1200S9111","12.00% GOI LOAN 21/10/2011","","","","","","","","","","",128.05,100,"INY019910127",0,0,0,0,"","","","CG1200S9111"
"800113","11K001","DR","11.50% GOI LOAN 24/11/2011",152,1,"800113",0,0,0,0,"CG1150S0011","11.50% GOI LOAN 24/11/2011","","","","","","","","","","",124.4,100,"INY020000116",0,0,0,0,"","","","CG1150S0011"
"800131","12D001","DR","6.85% GOI LOAN 05/04/2012",117.8,1,"800131",0,0,0,0,"CG0685S0212","6.85% GOI LOAN 05/04/2012","","","","","","","","","","",96.4,100,"INY020020023",0,0,0,0,"","","","CG0685S0212"
"800132","12E001","DR","7.40% GOI LOAN 03/05/2012",118.3,1,"800132",0,0,0,0,"CG0740S0212","7.40% GOI LOAN 03/05/2012","","","","","","","","","","",96.8,100,"INY020020056",115.65,107.55,115.65,107.55,"","","","CG0740S0212"
"800023","12F001","DR","GOI LOAN 10.25% 2012",144.75,1,"800023",0,0,0,0,"CG1025S8412","GOI LOAN 10.25% 2012","","","","","","","","","","",118.45,100,"IN0019840035",0,0,0,0,"","","","CG1025S8412"
"800140","12I001","DR","9.40% GOI LOAN 11/09/2012",138.45,1,"800140",0,0,0,0,"CG0940S0112","9.40% GOI LOAN 11/09/2012","","","","","","","","","","",113.35,100,"INY020010073",0,0,0,0,"","","","CG0940S0112"
"800118","13E001","DR","9.81% GOI LOAN 30/05/2013",137.9,1,"800118",0,0,0,0,"CG0981S0113","9.81% GOI LOAN 30/05/2013","","","","","","","","","","",112.9,100,"INY020010032",137.4,125.4,137.4,125.4,"","","","CG0981S0113"
"800017","13E002","DR","GOI LOAN 9% 2013",136.1,1,"800017",0,0,0,0,"CG0900S8213","GOI LOAN 9% 2013","","","","","","","","","","",111.4,100,"IN0019820037",0,0,123.75,122.1,"","","","CG0900S8213"
"800092","13H001","DR","12.40% GOI LOAN 20/08/2013",165.95,1,"800092",0,0,0,0,"CG1240S9813","12.40% GOI LOAN 20/08/2013","","","","","","","","","","",135.85,100,"INY019980187",0,0,0,0,"","","","CG1240S9813"
"800146","13I001","DR","GOI LOAN 7.27% 2013",110,1,"800146",0,0,0,0,"CG0727S0213","GOI LOAN 7.27% 2013","","","","","","","","","","",90,100,"INY020020122",0,0,0,0,"","","","CG0727S0213"
"800020","14E001","DR","GOI LOAN 10% 2014",146.65,1,"800020",0,0,0,0,"CG1000S8314","GOI LOAN 10% 2014","","","","","","","","","","",120.05,100,"IN0019830010",0,0,0,0,"","","","CG1000S8314"
"800024","14J001","DR","GOI LOAN 10.50% 2014",148.65,1,"800024",0,0,0,0,"CG1050S8414","GOI LOAN 10.50% 2014","","","","","","","","","","",121.65,100,"IN0019840084",0,0,135.16,135.04,"","","","CG1050S8414"
"800102","14K001","DR","11.83% GOI LOAN 12/11/2014",164.55,1,"800102",0,0,0,0,"CG1183S9914","11.83% GOI LOAN 12/11/2014","","","","","","","","","","",134.65,100,"INY019990137",0,0,0,0,"","","","CG1183S9914"
"800115","15B001","DR","10.47% GOI LOAN 12/02/2015",152.35,1,"800115",0,0,0,0,"CG1047S0115","10.47% GOI LOAN 12/02/2015","","","","","","","","","","",124.65,100,"INY020000132",0,0,0,0,"","","","CG1047S0115"
"800105","15E001","DR","10.79% GOI LOAN 19/05/2015",155.9,1,"800105",0,0,0,0,"CG1079S0015","10.79% GOI LOAN 19/05/2015","","","","","","","","","","",127.6,100,"INY020000033",0,0,0,0,"","","","CG1079S0015"
"800026","15E002","DR","GOI LOAN 11.50% 2015",162.7,1,"800026",0,0,0,0,"CG1150S8515","GOI LOAN 11.50% 2015","","","","","","","","","","",133.2,100,"IN0019850034",0,0,0,0,"","","","CG1150S8515"
"800111","15H001","DR","11.43% GOI LOAN 07/08/2015",162.55,1,"800111",0,0,0,0,"CG1143S0015","11.43% GOI LOAN 07/08/2015","","","","","","","","","","",133.05,100,"INY020000090",0,0,0,0,"","","","CG1143S0015"
"800124","15J001","DR","9.85% GOI LOAN 16/10/2015",156.3,1,"800124",0,0,0,0,"CG0985S0115","9.85% GOI LOAN 16/10/2015","","","","","","","","","","",127.9,100,"INY020010099",142.85,125.95,142.85,125.95,"","","","CG0985S0115"
"800116","16D001","DR","GOI LOAN 10.71% 2016",156.9,1,"800116",0,0,0,0,"CG1071S0116","GOI LOAN 10.71% 2016","","","","","","","","","","",128.4,100,"INY020010016",0,0,0,0,"","","","CG1071S0116"
"800101","16G001","DR","12.30% GOI LOAN 02/07/2016",173.45,1,"800101",0,0,0,0,"CG1230S9916","12.30% GOI LOAN 02/07/2016","","","","","","","","","","",141.95,100,"INY019990129",0,0,0,0,"","","","CG1230S9916"
"800127","17A001","DR","8.07% GOI LOAN 15/01/2017",135.7,1,"800127",0,0,0,0,"CG0807S0217","8.07% GOI LOAN 15/01/2017","","","","","","","","","","",111.1,100,"INY020010107",123.8,121,123.8,108.1,"","","","CG0807S0217"
"800141","17D001","DR","7.49% GOI LOAN 16/04/2017",124.75,1,"800141",0,0,0,0,"CG0749S0217","7.49% GOI LOAN 16/04/2017","","","","","","","","","","",102.15,100,"INY020020031",0,0,0,0,"","","","CG0749S0217"
"800144","17H001","DR","GOI LOAN 7.46% 2017",110,1,"800144",0,0,0,0,"CG0746S0217","GOI LOAN 7.46% 2017","","","","","","","","","","",90,100,"INY020020098",0,0,0,0,"","","","CG0746S0217"
"800117","18D001","DR","10.45% GOI LOAN 30/04/2018",158.5,1,"800117",0,0,0,0,"CG1045S0118","10.45% GOI LOAN 30/04/2018","","","","","","","","","","",129.7,100,"INY020010024",0,0,144.1,144.1,"","","","CG1045S0118"
"800095","18K001","DR","12.60% GOI LOAN 23/11/2018",182.35,1,"800095",0,0,0,0,"CG1260S9818","12.60% GOI LOAN 23/11/2018","","","","","","","","","","",149.25,100,"INY019980286",0,0,0,0,"","","","CG1260S9818"
"800121","19H001","DR","10.03% GOI LOAN 09/08/2019",154.4,1,"800121",0,0,0,0,"CG1003S0119","10.03% GOI LOAN 09/08/2019","","","","","","","","","","",126.4,100,"INY020010065",0,0,0,0,"","","","CG1003S0119"
"800104","20D001","DR","10.70% GOI LOAN 22/04/2020",163.05,1,"800104",0,0,0,0,"CG1070S0020","10.70% GOI LOAN 22/04/2020","","","","","","","","","","",133.45,100,"INY020000025",0,0,0,0,"","","","CG1070S0020"
"800114","20L001","DR","11.60% GOI LOAN 27/12/2020",174.7,1,"800114",0,0,0,0,"CG1160S0020","11.60% GOI LOAN 27/12/2020","","","","","","","","","","",143,100,"INY020000124",0,0,0,0,"","","","CG1160S0020"
"533022","20MICR","DR","20 MICRONS LIMITED",222.35,1,"533022",0,0,0,0,"20MICRONS","20 MICRONS LIMITED","","","","","","","","","","",148.25,5,"INE144J01027",203.15,90,203.15,6.63,"","","","20MICRONS"
"800119","21E001","DR","10.25% GOI LOAN 30/05/2021",146.05,1,"800119",0,0,0,0,"CG1025S0121","10.25% GOI LOAN 30/05/2021","","","","","","","","","","",119.55,100,"INY020010040",132.8,132.8,148.75,132.8,"","","","CG1025S0121"
"800134","22E001","DR","8.35% GOI LOAN 14/05/2022",140.8,1,"800134",0,0,0,0,"CG0835S0222","8.35% GOI LOAN 14/05/2022","","","","","","","","","","",115.2,100,"INY020020072",129.6,117,129.6,117,"","","","CG0835S0222"
"800123","26I001","DR","10.18% GOI LOAN 11/09/2026",164.05,1,"800123",0,0,0,0,"CG1018S0126","10.18% GOI LOAN 11/09/2026","","","","","","","","","","",134.25,100,"INY020010081",150,134.8,150,134.8,"","","","CG1018S0126"
"800145","32H001","DR","7.95% GOI LOAN 28/08/2032",133.2,1,"800145",0,0,0,0,"CG0795S0232","7.95% GOI LOAN 28/08/2032","","","","","","","","","","",109,100,"INY020020106",121.1,121.1,127.4,121.1,"","","","CG0795S0232"
"544190","3CITSO","C","3C IT SOLUTI AND TELE IND LTD",52.13,1,"544190",0,0,0,0,"3CIT","3C IT SOLUTI AND TELE IND LTD","","","","","","","","","","",47.17,5,"INE0R7D01018",52.26,43.01,52.26,43.01,"","","","3CIT"
"700133","3DPPRF","DR","3D PLM SOFTWARE SOLUTIONS LTD",80.78,1,"700133",0,0,0,0,"3DPLM","3D PLM SOFTWARE SOLUTIONS LTD","","","","","","","","","","",53.86,68,"INE657W04017",80.65,65,80.65,65,"","","","3DPLM"
"532628","3IINFO","DR","3I INFOTECH LIMITED",45.5,1,"532628",0,0,0,0,"3IINFOLTD","3I INFOTECH LIMITED","","","","","","","","","","",30.34,10,"INE748C01038",63.9,30.81,164.5,1.15,"","","","3IINFOLTD"
"523395","3MIND","DR","3M INDIA LIMITED",44318.85,1,"523395",0,0,0,0,"3MINDIA","3M INDIA LIMITED","","","","","","","","","","",29545.95,10,"INE470A01017",39809.65,26556.1,39809.65,97.5,"","","","3MINDIA"
"540776","5PACAP","DR","FIVE PAISA CAPITAL LIMITED",627,1,"540776",0,0,0,0,"5PAISA","FIVE PAISA CAPITAL LIMITED","","","","","","","","","","",418,10,"INE618L01018",759.1,339.55,759.1,93.05,"","","","5PAISA"
"800440","654A32","DR","6.54% G-SEC. 17 JAN 32",109.17,1,"800440",0,0,0,0,"654GS2032","6.54% G-SEC. 17 JAN 32","","","","","","","","","","",89.33,100,"IN0020210244",0,0,0,0,"","","","654GS2032"
"800581","706D28","DR","GSEC 7.06 10AP28",110.65,1,"800581",0,0,0,0,"706GS2028","GSEC 7.06 10AP28","","","","","","","","","","",90.55,100,"IN0020230010",0,0,0,0,"","","","706GS2028"
"800599","718H33","DR","GSEC 7.18 14AG33",113.3,1,"800599",0,0,0,0,"718GS2033","GSEC 7.18 14AG33","","","","","","","","","","",92.7,100,"IN0020230085",0,0,0,0,"","","","718GS2033"
"800576","726B33","DR","GSEC 7.26 06FB33",114.4,1,"800576",0,0,0,0,"726GOI2033","GSEC 7.26 06FB33","","","","","","","","","","",93.6,100,"IN0020220151",0,0,0,0,"","","","726GOI2033"
"800604","733J26","DR","7.33% G-Sec. 30 Oct 26",110.65,1,"800604",0,0,0,0,"733GS2026","7.33% G-Sec. 30 Oct 26","","","","","","","","","","",90.55,100,"IN0020230119",0,0,0,0,"","","","733GS2026"
"750729","7NRRE1","C","7NR RETAIL LTD RIGHTS ENT",0.15,1,"750729",0,0,0,0,"7NR-RE","7NR RETAIL LTD RIGHTS ENT","","","","","","","","","","",0.11,10,"INE413X20019",0.18,0.07,0.18,0.07,"","","","7NR-RE"
"540615","7NRRET","C","7NR RETAIL LIMITED",5.02,1,"540615",0,0,0,0,"7NR","7NR RETAIL LIMITED","","","","","","","","","","",4.84,10,"INE413X01035",10.17,0.44,177.84,3.27,"","","","7NR"
"540874","7SETEC","C","7SEAS ENTERTAINMENT LIMITED",42.91,1,"540874",0,0,0,0,"7SEASL","7SEAS ENTERTAINMENT LIMITED","","","","","","","","","","",38.83,10,"INE454F01010",50.7,22.05,148.1,4.43,"","","","7SEASL"
"512161","8KMILE","C","SECUREKLOUD TECHNOLOGIES LTD",39.98,1,"512161",0,0,0,0,"SECURKLOUD","SECUREKLOUD TECHNOLOGIES LTD","","","","","","","","","","",38.42,5,"INE650K01021",72.95,34.4,1024,5.64,"","","","SECURKLOUD"
"542012","A1ACID","DR","A 1 ACID LIMITED",415.85,1,"542012",0,0,0,0,"AAL","A 1 ACID LIMITED","","","","","","","","","","",277.25,10,"INE911Z01017",439.95,294.8,439.95,41.74,"","","","AAL"
"532806","A1CHAM","DR","AI CHAMPDANY INDUSTRIES LIMITE",61.76,1,"532806",0,0,0,0,"AICHAMP","AI CHAMPDANY INDUSTRIES LIMITE","","","","","","","","","","",50.54,5,"INE768E01024",70.5,28.2,228.5,6.24,"","","","AICHAMP"
"533292","A2ZMAI","C","A2Z INFRA ENGINEERING LIMITED",21.28,1,"533292",0,0,0,0,"A2ZINFRA","A2Z INFRA ENGINEERING LIMITED","","","","","","","","","","",19.26,10,"INE619I01012",24,6.55,398.9,2.82,"","","","A2ZINFRA"
"543671","AAATEC","C","AAA TECHNOLOGIES LIMITED",116.6,1,"543671",0,0,0,0,"AAATECH","AAA TECHNOLOGIES LIMITED","","","","","","","","","","",105.5,10,"INE0D0U01013",146.79,51,146.79,42.05,"","","","AAATECH"
"544176","AADHOS","DR","AADHAR HOUSING FINANCE LIMITED",442.8,1,"544176",0,0,0,0,"AADHARHFC","AADHAR HOUSING FINANCE LIMITED","","","","","","","","","","",362.3,10,"INE883F01010",432,293.35,432,293.35,"","","","AADHARHFC"
"530027","AADIND","C","AADI INDUSTRIES LTD",6.25,1,"530027",0,0,0,0,"AADIIND","AADI INDUSTRIES LTD","","","","","","","","","","",5.67,10,"INE563D01013",8.9,3.01,75.8,0.99,"","","","AADIIND"
"531611","AADVEN","C","AADHAAR VENTURES INDIA LIMITED",0.5,1,"531611",0,0,0,0,"AADHAARVEN","AADHAAR VENTURES INDIA LIMITED","","","","","","","","","","",0.49,10,"INE063D01030",0.58,0.49,871,0.49,"","","","AADHAARVEN"
"531866","AAGCAP","DR","AAGAM CAPITAL LIMITED",48.82,1,"531866",0,0,0,0,"AAGAMCAP","AAGAM CAPITAL LIMITED","","","","","","","","","","",44.18,10,"INE817D01013",179,30.45,1325,1.5,"","","","AAGAMCAP"
"522201","AAKENG","DR","AAKAR ENGINEERING &",1.08,1,"522201",0,0,0,0,"AAKARENG","AAKAR ENGINEERING &","","","","","","","","","","",0.72,10,"INE814B01014",3.45,0.75,37.5,0.75,"","","","AAKARENG"
"505212","AAMTOO","DR","JAINEX AAMCOL LTD",161.15,1,"505212",0,0,0,0,"JAINEX","JAINEX AAMCOL LTD","","","","","","","","","","",145.85,10,"INE280F01019",190,130.4,190.75,6.05,"","","","JAINEX"
"523511","AANGRA","DR","AANKIT GRANITES",7.35,1,"523511",0,0,0,0,"","AANKIT GRANITES","","","","","","","","","","",6.65,10,"",0,0,30,1.75,"","","",""
"538812","AANISP","C","AANCHAL ISPAT LIMITED",7.12,1,"538812",0,0,0,0,"AANCHALISP","AANCHAL ISPAT LIMITED","","","","","","","","","","",6.46,10,"INE322R01014",19.05,4.81,28.55,3.55,"","","","AANCHALISP"
"539096","AANLAK","C","AANANDA LAKSHMI SPINNING MILLS",16.1,1,"539096",0,0,0,0,"AANANDALAK","AANANDA LAKSHMI SPINNING MILLS","","","","","","","","","","",15.48,10,"INE197R01010",32.46,7.36,32.46,1.91,"","","","AANANDALAK"
