"Token", "ShortName", "Series", "CompanyName", "ticksize", "Lotsize", "DateOfListing", "DateOfDeListing", "IssuePrice", "FaceValue", "ISINCode", "52WeeksHigh", "52WeeksLow", "LifeTimeHigh", "LifeTimeLow", "HighDate", "LowDate", "Symbol", "InstrumentType", "PermittedToTrade", "IssueCapital", "WarningPercent", "FreezePercent", "CreditRating", "IssueRate", "IssueStartDate", "InterestPaymentDate", "IssueMaturityDate", "BoardLotQty", "Name", "ListingDate", "ExpulsionDate", "ReAdmissionDate", "RecordDate", "ExpiryDate", "NoDeliveryStartDate", "NoDeliveryEndDate", "MFill", "AON", "ParticipantInMarketIndex", "BookClsStartDate", "BookClsEndDate", "EGM", "AGM", "Interest", "Bonus", "Rights", "Dividends", "LocalUpdateDateTime", "DeleteFlag", "Remarks", "NormalMarketStatus", "OddLotMarketStatus", "SpotMarketStatus", "AuctionMarketStatus", "NormalMarketEligibility", "OddLotlMarketEligibility", "SpotMarketEligibility", "AuctionlMarketEligibility", "MarginPercentage", "ExchangeCode"
"18561","716D50","GS","7.16% G-SEC. 20 APR 50",0.01,1,"","",0,100,"IN0020200054",0,0,120,96.65,"","","",0,0,0,105.05,95.04,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","716GS2050"
"18562","MITLIF","EQ","MITTAL LIFE STYLE LIMITED",0.01,1,"","",0,1,"INE997Y01027",3.25,1.32,13.55,0.69,"","","",0,0,0,2.61,1.74,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MITTAL"
"18564","LTTEC","EQ","L&T TECHNOLOGIES LIMITED",0.01,1,"","",0,2,"INE010V01017",5873.35,3755.25,5955.5,712.25,"","","",0,0,0,5351,4378.1,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","LTTS"
"18566","RRKAB","EQ","R R KABEL LTD",0.01,1,"","",0,5,"INE777K01022",1901.95,1136.8,1901.95,1136.8,"","","",0,0,0,2106.95,1404.65,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","RRKABEL"
"18571","GNAAXL","EQ","G N A AXLES LIMITED",0.01,1,"","",0,10,"INE934S01014",583.25,357.2,583.25,63.08,"","","",0,0,0,481.3,320.9,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","GNA"
"18581","KIRBRO","EQ","KIRLOSKAR BROTHERS LIMITED",0.01,1,"","",0,2,"INE732A01036",2243.15,564.2,2243.15,60.25,"","","",0,0,0,2551.2,1700.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KIRLOSBROS"
"18582","UNICON","SM","UNIHEALTH CONSULTANCY LIMITED",0.01,1,"","",0,10,"INE0PRF01011",0,0,165.9,111,"","","",0,0,0,149.4,99.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","UNIHEALTH"
"18588","VALENG","BE","VALECHA ENGINEERING LIMITED",0.01,1,"","",0,10,"INE624C01015",61.9,23.3,239.97,16.85,"","","",0,0,0,20.16,18.24,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","VALECHAENG"
"18589","HUSCON","SM","HUSYS CONSULTING LIMITED",0.01,1,"","",0,10,"INE336T01010",0,0,131.85,20.5,"","","",0,0,0,89.4,80.9,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HUSYSLTD"
"1859","KESIND","EQ","KESORAM INDUSTRIES LTD",0.01,1,"","",0,10,"INE087A01019",205.45,61.45,452.83,7.13,"","","",0,0,0,236.82,157.88,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KESORAMIND"
"18593","EMSLIM","EQ","EMS LIMITED",0.01,1,"","",0,2,"INE0OV601013",599.75,246.5,599.75,246.5,"","","",0,0,0,670.7,447.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","EMSLIMITED"
"18605","TQL23C","TB","TBILL 91 Day 21DC23",0.01,1,"","",0,100,"IN002023X260",0,0,0,0,"","","",0,0,0,104.8,94.81,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","91D211223"
"18606","THC24C","TB","TBILL 182 Day 21MR24",0.01,1,"","",0,100,"IN002023Y268",0,0,0,0,"","","",0,0,0,104.65,94.68,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","182D210324"
"18607","TYI24C","TB","TBILL 364 Day 19SP24",0.01,1,"","",0,100,"IN002023Z273",0,0,0,0,"","","",0,0,0,103.03,93.22,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","364D190924"
"18608","ZAGPRE","EQ","ZAGGLE PREPAID OCEAN SERVICES",0.01,1,"","",0,1,"INE07K301024",389.45,155.3,389.45,155.3,"","","",0,0,0,361.35,240.95,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ZAGGLE"
"18614","SAMHOT","EQ","SAMHI HOTELS LTD",0.01,1,"","",0,1,"INE08U801020",237.85,127.25,237.85,127.25,"","","",0,0,0,227.86,151.91,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SAMHI"
"1862","KGDENI","EQ","KGDENIM LTD",0.01,1,"","",0,10,"INE104A01012",0,0,31.5,1.8,"","","",0,0,0,3.66,2.44,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KGDENIM"
"18641","PERPP1","E1","PERFECT INFRA LIMITED PP",0.01,1,"","",0,1,"IN9925S01010",0,0,9.9,8,"","","",0,0,0,9.6,6.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PERFECTPP"
"18644","DIACHE","EQ","DIAMINES & CHEMICALS LTD",0.01,1,"","",0,10,"INE591D01014",630,446.1,630,446.1,"","","",0,0,0,606.7,404.5,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","DIAMINESQ"
"18649","HOLOPT","SM","HOLMARC OPTO-MECHATRONICS LTD",0.01,1,"","",0,2,"INE0LXA01019",0,0,153.05,65,"","","",0,0,0,138.5,92.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HOLMARC"
"18652","ICIPRU","EQ","ICICI PRUDENTIAL LIFE INS CO",0.01,1,"","",0,10,"INE726G01019",640.85,463.45,724.3,226.1,"","","",0,0,0,662,541.7,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ICICIPRULI"
"18654","CHINF","SM","CHAVDA INFRA LIMITED",0.01,1,"","",0,10,"INE0PT101017",0,0,160.95,77,"","","",0,0,0,181.6,121.1,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CHAVDA"
"18659","MARNEX","EQ","MARATHON NEXTGEN REALTY LTD",0.01,1,"","",0,5,"INE182D01020",610.35,302.4,610.35,37.5,"","","",0,0,0,710.6,473.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MARATHON"
"18668","NAVNIF","EQ","NAVI NIFTY 50 ETF",0.01,1,"","",0,10,"INF959L01HI3",280.92,189,280.92,189,"","","",0,0,0,284.76,189.84,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","NAVINIFTY"
