Exchange,Token,LotSize,Symbol,TradingSymbol,Instrument,Isin,TickSize,
BSE,199179,1,LIQU03INAV,LIQU03INAV,F,INF740KA1UM0,0.01,
BSE,199178,1,GOLDINAV,GOLDINAV,E,INF0R8F01042,0.01,
BSE,199177,1,SMALINAV,SMALINAV,B,INF769K01LC3,0.01,
BSE,199176,1,LICNINAV,LICNINAV,B,INF767K01RN1,0.01,
BSE,199175,1,HDFC04INAV,HDFC04INAV,B,INF179KC1HW4,0.01,
BSE,199174,1,HEALINAV,HEALINAV,B,INF740KA1UF4,0.01,
BSE,199173,1,NIF5INAV,NIF5INAV,F,INF789F1AZE6,0.01,
BSE,199172,1,NIF1INAV,NIF1INAV,F,INF789F1AZF3,0.01,
BSE,199171,1,NIFIINAV,NIFIINAV,B,INF789F1AZD8,0.01,
BSE,199170,1,NIFTINAV,NIFTINAV,B,INF0QA701722,0.01,
BSE,199169,1,BANK01INAV,BANK01INAV,B,INF0QA701714,0.01,
BSE,199168,1,LIQU02INAV,LIQU02INAV,F,INF0R8F01034,0.01,
BSE,199167,1,BBNPINAV,BBNPINAV,E,INF251K01SU9,0.01,
BSE,199166,1,LIQU01INAV,LIQU01INAV,F,INF200KA13Z8,0.01,
BSE,199165,1,ITETINAV,ITETINAV,B,INF769K01KV5,0.01,
BSE,199164,1,ALPHINAV,ALPHINAV,B,INF769K01KU7,0.01,
BSE,199163,1,SENSINAV,SENSINAV,B,INF769K01KT9,0.01,
BSE,199162,1,NAVIINAV,NAVIINAV,B,INF959L01HI3,0.01,
BSE,199161,1,NIFMINAV,NIFMINAV,B,INF789F1AYX9,0.01,
BSE,199160,1,HDFC03INAV,HDFC03INAV,F,INF179KC1HE2,0.01,
BSE,199159,1,ICIC03INAV,ICIC03INAV,B,INF109KC15T5,0.01,
BSE,199158,1,DSPP01INAV,DSPP01INAV,B,INF740KA1SY9,0.01,
BSE,199157,1,DSPSINAV,DSPSINAV,B,INF740KA1SZ6,0.01,
BSE,199156,1,DSPPINAV,DSPPINAV,B,INF740KA1TA7,0.01,
BSE,199155,1,LIQUINAV,LIQUINAV,F,INF769K01KS1,0.01,
BSE,199154,1,BANKINAV,BANKINAV,B,INF769K01KR3,0.01,
BSE,199153,1,DSPIINAV,DSPIINAV,B,INF740KA1SX1,0.01,
BSE,199152,1,MASIINAV,MASIINAV,E,INF769K01KG6,0.01,
BSE,199151,1,DSPGINAV,DSPGINAV,E,INF740KA1SW3,0.01,
BSE,199150,1,SILVINAV,SILVINAV,E,INF789F1AYK6,0.01,
BSE,199149,1,MAGSINAV,MAGSINAV,F,INF769K01KF8,0.01,
BSE,199148,1,MANVINAV,MANVINAV,B,INF769K01JU9,0.01,
BSE,199147,1,AXISINAV,AXISINAV,B,INF846K010Q0,0.01,
BSE,199146,1,ABSLINAV,ABSLINAV,F,INF209KB18T9,0.01,
BSE,199145,1,PSUBINAV,PSUBINAV,B,INF109KC10S8,0.01,
BSE,199144,1,MAGOINAV,MAGOINAV,E,INF769K01JP9,0.01,
BSE,199143,1,HDFC02INAV,HDFC02INAV,B,INF179KC1FA4,0.01,
BSE,199142,1,HDFC01INAV,HDFC01INAV,B,INF179KC1FB2,0.01,
BSE,199141,1,HDFCINAV,HDFCINAV,B,INF179KC1EZ4,0.01,
BSE,199140,1,DSPBINAV,DSPBINAV,B,INF740KA1RX3,0.01,
BSE,199139,1,ICIC02INAV,ICIC02INAV,B,INF109KC19O8,0.01,
BSE,199138,1,ICIC01INAV,ICIC01INAV,F,INF109KC18O0,0.01,
BSE,199137,1,EBBEINAV,EBBEINAV,F,INF754K01QX0,0.01,
BSE,199136,1,ICICINAV,ICICINAV,B,INF109KC17L8,0.01,
BSE,199135,1,HDFCNITINAV,HDFCNITINAV,B,INF179KC1DX1,0.01,
BSE,199134,1,HDFCBANINAV,HDFCBANINAV,B,INF179KC1DW3,0.01,
BSE,199133,1,HDFCLOLINAV,HDFCLOLINAV,B,INF179KC1DN2,0.01,
BSE,199132,1,HDFMOMEINAV,HDFMOMEINAV,B,INF179KC1DM4,0.01,
BSE,199131,1,HDFVALUINAV,HDFVALUINAV,B,INF179KC1DK8,0.01,
BSE,199130,1,HDFGROWINAV,HDFGROWINAV,B,INF179KC1DJ0,0.01,
BSE,199129,1,HDFQUALINAV,HDFQUALINAV,B,INF179KC1DL6,0.01,
BSE,199128,1,HDFCSIINAV,HDFCSIINAV,E,INF179KC1DI2,0.01,
BSE,199127,1,MOVALUEINAV,MOVALUEINAV,B,INF247L01BE5,0.01,
BSE,199126,1,MOQUALTINAV,MOQUALTINAV,B,INF247L01BH8,0.01,
BSE,199125,1,MOM30INAV,MOM30INAV,B,INF209KB14K7,0.01,
BSE,199124,1,NIFQTYINAV,NIFQTYINAV,B,INF209KB15K4,0.01,
BSE,199123,1,DSPSILINAV,DSPSILINAV,E,INF740KA1RE3,0.01,
BSE,199122,1,ICICINFNAV,ICICINFNAV,B,INF109KC16E5,0.01,
BSE,199121,1,HDFNX50INAV,HDFNX50INAV,B,INF179KC1DA9,0.01,
BSE,199120,1,HDFF100INAV,HDFF100INAV,B,INF179KC1DB7,0.01,
BSE,199119,1,ICMOM30INAV,ICMOM30INAV,B,INF109KC17C7,0.01,
BSE,199118,1,MOHEALTINAV,MOHEALTINAV,B,INF247L01BB1,0.01,
BSE,199117,1,SETFN50INAV,SETFN50INAV,B,INF200KA1FS1,0.01,
BSE,199116,1,SETFNIFINAV,SETFNIFINAV,B,INF200KA1580,0.01,
BSE,199115,1,KOTAKBKINAV,KOTAKBKINAV,B,INF174K01F59,0.01,
BSE,199114,1,MOM50INAV,MOM50INAV,B,INF247L01536,0.01,
BSE,199113,1,QNIFTYINAV,QNIFTYINAV,B,INF082J01028,0.01,
BSE,199112,1,SHARIABINAV,SHARIABINAV,B,INF732E01128,0.01,
BSE,199111,1,PSUBNKBINAV,PSUBNKBINAV,B,INF204KB16I7,0.01,
BSE,199110,1,KOTAKPSINAV,KOTAKPSINAV,B,INF373I01023,0.01,
BSE,199109,1,BANKBEEINAV,BANKBEEINAV,B,INF204KB15I9,0.01,
BSE,199108,1,JUNIORBINAV,JUNIORBINAV,B,INF732E01045,0.01,
BSE,199107,1,NIFTYBEINAV,NIFTYBEINAV,B,INF204KB14I2,0.01,
BSE,199106,1,LIQUIDBINAV,LIQUIDBINAV,F,INF732E01037,0.01,
BSE,199105,1,ICICSENNAV,ICICSENNAV,A,INF346A01034,0.01,
BSE,199104,1,MOLOWVOINAV,MOLOWVOINAV,B,INF247L01BL0,0.01,
BSE,199103,1,MAM150EINAV,MAM150EINAV,B,INF769K01IC9,0.01,
BSE,199102,1,ICICI5GINAV,ICICI5GINAV,F,INF109KC14A8,0.01,
BSE,199101,1,BSLNIFTINAV,BSLNIFTINAV,B,INF209KB19D1,0.01,
BSE,199100,1,HEALTHYINAV,HEALTHYINAV,B,INF209KB10C2,0.01,
BSE,199099,1,TECHINAV,TECHINAV,B,INF209KB11D8,0.01,
BSE,199098,1,MOMOMENINAV,MOMOMENINAV,B,INF247L01BK2,0.01,
BSE,199097,1,MAMFGETINAV,MAMFGETINAV,B,INF769K01IB1,0.01,
BSE,199096,1,ICICIAUINAV,ICICIAUINAV,B,INF109KC1Y49,0.01,
BSE,199095,1,DSPN50INAV,DSPN50INAV,B,INF740KA1CL0,0.01,
BSE,199094,1,DSPQ50EINAV,DSPQ50EINAV,B,INF740KA1QL0,0.01,
BSE,199093,1,MONQ50INAV,MONQ50INAV,B,INF247L01AU3,0.01,
BSE,199092,1,BBETF04INAV,BBETF04INAV,F,INF754K01OB1,0.01,
BSE,199091,1,MAHKTECINAV,MAHKTECINAV,B,INF769K01HS7,0.01,
BSE,199090,1,DSPNEWEINAV,DSPNEWEINAV,B,INF740KA1QK2,0.01,
BSE,199089,1,ICICICOINAV,ICICICOINAV,B,INF109KC1V42,0.01,
BSE,199088,1,MASPTOPINAV,MASPTOPINAV,B,INF769K01HP3,0.01,
BSE,199087,1,AXISCETINAV,AXISCETINAV,B,INF846K016C7,0.01,
BSE,199086,1,AXISHETINAV,AXISHETINAV,B,INF846K01Z12,0.01,
BSE,199085,1,AXISTECINAV,AXISTECINAV,B,INF846K01Y96,0.01,
BSE,199084,1,ICICIFMINAV,ICICIFMINAV,B,INF109KC1R48,0.01,
BSE,199083,1,MAFSETFINAV,MAFSETFINAV,B,INF769K01HI8,0.01,
BSE,199082,1,ICICIPHINAV,ICICIPHINAV,B,INF109KC1Q72,0.01,
BSE,199081,1,MAFANGINAV,MAFANGINAV,B,INF769K01HF4,0.01,
BSE,199080,1,INFRABEINAV,INFRABEINAV,B,INF732E01268,0.01,
BSE,199079,1,MOGSECINAV,MOGSECINAV,F,INF247L01AK4,0.01,
BSE,199078,1,MAESGETINAV,MAESGETINAV,B,INF769K01GS9,0.01,
BSE,199077,1,UTIBANKINAV,UTIBANKINAV,B,INF789F1AUV1,0.01,
BSE,199076,1,HBANKETINAV,HBANKETINAV,B,INF179KC1AN8,0.01,
BSE,199075,1,ICICITEINAV,ICICITEINAV,B,INF109KC16I6,0.01,
BSE,199074,1,ICICIALINAV,ICICIALINAV,B,INF109KC1N59,0.01,
BSE,199073,1,EBBETF0INAV,EBBETF0INAV,F,INF754K01LE1,0.01,
BSE,199072,1,EBBETAINAV,EBBETAINAV,F,INF754K01LD3,0.01,
BSE,199071,1,MANXT50INAV,MANXT50INAV,B,INF769K01FN2,0.01,
BSE,199070,1,ICICIM1INAV,ICICIM1INAV,B,INF109KC1G82,0.01,
BSE,199069,1,EBETF0INAV,EBETF0INAV,F,INF754K01KO2,0.01,
BSE,199068,1,EBBET0INAV,EBBET0INAV,F,INF754K01KN4,0.01,
BSE,199067,1,ABSLBANINAV,ABSLBANINAV,B,INF209KB17D5,0.01,
BSE,199066,1,ICICIBAINAV,ICICIBAINAV,B,INF109KC1E35,0.01,
BSE,199065,1,SNXT50BINAV,SNXT50BINAV,A,INF204KB15D0,0.01,
BSE,199064,1,ICICIPBINAV,ICICIPBINAV,B,INF109KC15I8,0.01,
BSE,199063,1,UTISXN5INAV,UTISXN5INAV,A,INF789F1AUU3,0.01,
BSE,199062,1,ABSLNN5INAV,ABSLNN5INAV,B,INF209KB16D7,0.01,
BSE,199061,1,MAN50ETINAV,MAN50ETINAV,B,INF769K01EG9,0.01,
BSE,199060,1,SETFSN5INAV,SETFSN5INAV,A,INF200KA1VQ2,0.01,
BSE,199059,1,ICICILIINAV,ICICILIINAV,F,INF109KC1KT9,0.01,
BSE,199058,1,ICICINXINAV,ICICINXINAV,B,INF109KC1NS5,0.01,
BSE,199057,1,ICICI50INAV,ICICI50INAV,A,INF109KC1V59,0.01,
BSE,199056,1,LIQUIDEINAV,LIQUIDEINAV,F,INF740KA1EU7,0.01,
BSE,199055,1,ICICIB2INAV,ICICIB2INAV,A,INF109KB15Y7,0.01,
BSE,199054,1,UTINEXTINAV,UTINEXTINAV,B,INF789F1AUW9,0.01,
BSE,199053,1,ICICILOINAV,ICICILOINAV,B,INF109KB10T8,0.01,
BSE,199052,1,IDFSENSINAV,IDFSENSINAV,A,INF194KA1T91,0.01,
BSE,199051,1,BSLSENEINAV,BSLSENEINAV,A,INF209KB10E8,0.01,
BSE,199050,1,ICICIMCINAV,ICICIMCINAV,B,INF109KB1XT3,0.01,
BSE,199049,1,ICICINVINAV,ICICINVINAV,B,INF109KB1WY5,0.01,
BSE,199048,1,LICFNHINAV,LICFNHINAV,B,INF767K01PC8,0.01,
BSE,199047,1,SXETFINAV,SXETFINAV,A,INF179KC1973,0.01,
BSE,199046,1,HDNIFINAV,HDNIFINAV,B,INF179KC1965,0.01,
BSE,199045,1,LICETFINAV,LICETFINAV,A,INF767K01OT5,0.01,
BSE,199044,1,LICE50INAV,LICE50INAV,B,INF767K01OS7,0.01,
BSE,199043,1,UTINIFTINAV,UTINIFTINAV,B,INF789F1AZC0,0.01,
BSE,199042,1,UTISENSINAV,UTISENSINAV,A,INF789FB1X58,0.01,
BSE,199041,1,SETFBSEINAV,SETFBSEINAV,A,INF200KA1572,0.01,
BSE,199040,1,SENSEXBINAV,SENSEXBINAV,A,INF204KA1UN7,0.01,
BSE,199039,1,CPSEETFINAV,CPSEETFINAV,A,INF457M01133,0.01,
BSE,199038,1,KOTAKNIINAV,KOTAKNIINAV,B,INF174K014P6,0.01,
BSE,199037,1,NIF100BINAV,NIF100BINAV,B,INF204K014N5,0.01,
BSE,199036,1,ICICINFINAV,ICICINFINAV,B,INF109KA1962,0.01,
BSE,199035,1,ICICINIINAV,ICICINIINAV,B,INF109K012R6,0.01,
BSE,199034,1,MOM100INAV,MOM100INAV,B,INF247L01023,0.01,
BSE,199033,1,SBISENSINAV,SBISENSINAV,A,INF200K01VT2,0.01,
BSE,199032,1,KTKSENSINAV,KTKSENSINAV,A,INF174KA1JD7,0.01,
BSE,199031,1,SILVERINAV,SILVERINAV,E,INF209KB19F6,0.01,
BSE,199030,1,HNGSNGINAV,HNGSNGINAV,E,INF204KB19I1,0.01,
BSE,199029,1,GOLDSHAINV,GOLDSHAINV,E,INF789F1AUX7,0.01,
BSE,199028,1,QGOLDLFINV,QGOLDLFINV,E,INF082J01408,0.01,
BSE,199027,1,SBIGETSINAV,SBIGETSINAV,E,INF200KA16D8,0.01,
BSE,199026,1,KOTAKGDINAV,KOTAKGDINAV,E,INF174KA1HJ8,0.01,
BSE,199025,1,GOLDBSINAV,GOLDBSINAV,E,INF204KB17I5,0.01,
BSE,199024,1,ICICISINAV,ICICISINAV,E,INF109KC1Y56,0.01,
BSE,199023,1,IDBIGDINAV,IDBIGDINAV,E,INF397L01554,0.01,
BSE,199022,1,AXISGOLDINV,AXISGOLDINV,E,INF846K01W80,0.01,
BSE,199021,1,BSLGOLDINAV,BSLGOLDINAV,E,INF209KB18D3,0.01,
BSE,199020,1,MON100INAV,MON100INAV,E,INF247L01AP3,0.01,
BSE,199019,1,ICICIGDINAV,ICICIGDINAV,E,INF109KC1NT3,0.01,
BSE,199018,1,HDFCETFINAV,HDFCETFINAV,E,INF179KC1981,0.01,
BSE,199017,1,IVZGOLDINAV,IVZGOLDINAV,E,INF205K01361,0.01,
BSE,975597,1,965VFSPL27,965VFSPL27,F,INE016P07211,0.01,
BSE,975596,1,850360OP25,850360OP25,F,INE248U07FC7,0.01,
BSE,975595,1,1025KCPL27,1025KCPL27,F,INE200W07399,0.01,
BSE,975594,1,NWFL12424,NWFL12424,F,INE918K07PF8,0.01,
BSE,975593,1,854CIFC29,854CIFC29,F,INE121A07RZ4,0.01,
BSE,975592,1,995PDL25A,995PDL25A,F,INE420C07106,0.01,
BSE,975591,1,1140KFPL26,1140KFPL26,F,INE0NES07097,0.01,
BSE,975590,1,745RL34,745RL34,F,INE020B08EZ2,0.01,
BSE,975589,1,759RL27,759RL27,F,INE020B08FA2,0.01,
BSE,975588,1,832PFL26,832PFL26,F,INE511C07813,0.01,
BSE,975587,1,814KMPL27,814KMPL27,F,INE916DA7SR0,0.01,
BSE,975586,1,925SHFL27,925SHFL27,F,INE432R07414,0.01,
BSE,975585,1,975IHFL27,975IHFL27,F,INE148I07SY1,0.01,
BSE,975584,100000,990NVL0334,990NVL0334,F,INE0UV115016,0.01,
BSE,975583,1,92PM241127,92PM241127,F,INE0UT815015,0.01,
BSE,975582,100000,102SBLD26,102SBLD26,F,INE0UUT15016,0.01,
BSE,975581,100000,1020RST27,1020RST27,F,INE0UUW15010,0.01,
BSE,975580,1,1430DKGF29,1430DKGF29,F,INE179P08066,0.01,
BSE,975579,1,925SKF26,925SKF26,F,INE124N07689,0.01,
BSE,975578,1,975V08T27,975V08T27,F,INE0UQO15015,0.01,
BSE,975577,1,975V07T30,975V07T30,F,INE0UQJ15015,0.01,
BSE,975576,1,825AHFL29,825AHFL29,F,INE883F07348,0.01,
BSE,975575,1,858GMRHI34,858GMRHI34,F,INE802J07035,0.01,
BSE,975574,1,1950PRPL27,1950PRPL27,F,INE0K4K07022,0.01,
BSE,975573,1,86MFL34,86MFL34,F,INE522D07CG9,0.01,
BSE,975572,1,EEL280324A,EEL280324A,F,INE468N07BD3,0.01,
BSE,975571,1,EEL280324,EEL280324,F,INE468N07BC5,0.01,
BSE,975570,1,965NACL27,965NACL27,F,INE850M07467,0.01,
BSE,975569,1,995IFL27,995IFL27,F,INE859C07162,0.01,
BSE,975568,1,975VFPL26,975VFPL26,F,INE448U07240,0.01,
BSE,975567,1,975VFPL28,975VFPL28,F,INE448U07232,0.01,
BSE,975566,1,975VFPL25,975VFPL25,F,INE448U07224,0.01,
BSE,975565,1,910TIAPL31,910TIAPL31,F,INE723X07208,0.01,
BSE,975564,1,1310TFL29,1310TFL29,F,INE615R07091,0.01,
BSE,975563,1,13TFL27,13TFL27,F,INE615R07083,0.01,
BSE,975562,1,981SSFL26,981SSFL26,F,INE572J07703,0.01,
BSE,975561,1,975OFSL27,975OFSL27,F,INE04VS07339,0.01,
BSE,975560,1,875MDL27,875MDL27,F,INE670K07257,0.01,
BSE,975559,1,1018RGPL25,1018RGPL25,F,INE0AY207053,0.01,
BSE,975558,1,9TCPL30,9TCPL30,F,INE0TI408015,0.01,
BSE,975557,1,1135NAMI26,1135NAMI26,F,INE0UM815012,0.01,
BSE,975556,1,910KIIFB34,910KIIFB34,F,INE658F08219,0.01,
BSE,975555,1,910KIIFB33,910KIIFB33,F,INE658F08169,0.01,
BSE,975554,1,850DHDL27,850DHDL27,F,INE351E07018,0.01,
BSE,975553,1,910KIIFB32,910KIIFB32,F,INE658F08185,0.01,
BSE,975552,1,910KIIFB31,910KIIFB31,F,INE658F08193,0.01,
BSE,975551,1,910KIIFB30,910KIIFB30,F,INE658F08201,0.01,
BSE,975550,1,910KIIFB29,910KIIFB29,F,INE658F08177,0.01,
BSE,975549,1,910KIIFB28,910KIIFB28,F,INE658F08151,0.01,
BSE,975548,1,779TSL27,779TSL27,F,INE081A08348,0.01,
BSE,975547,1,1075NBS25,1075NBS25,F,INE681R08075,0.01,
BSE,975546,1,129EFL29,129EFL29,F,INE612U08058,0.01,
BSE,975545,1,12SPPL28,12SPPL28,F,INE217T07019,0.01,
BSE,975544,1,975VFSL26,975VFSL26,F,INE016P07203,0.01,
BSE,975543,1,751BSNLD34,751BSNLD34,F,INE103D08062,0.01,
BSE,975542,1,845MRHFL27,845MRHFL27,F,INE950O07453,0.01,
BSE,975541,1,873AFLPERP,873AFLPERP,F,INE891K08182,0.01,
BSE,975540,1,759IRDA34,759IRDA34,F,INE202E08193,0.01,
BSE,975539,1,95AFPL25,95AFPL25,F,INE501X07562,0.01,
BSE,975538,1,RRVCL25,RRVCL25,F,INE01HV07460,0.01,
BSE,975537,1,793MBPR27,793MBPR27,F,INE0CCU07108,0.01,
BSE,975536,1,SIILRESE27,SIILRESE27,F,INE343H08024,0.01,
BSE,975535,1,847PNBPERP,847PNBPERP,F,INE160A08308,0.01,
BSE,975534,1,812BFL27,812BFL27,F,INE296A07SX7,0.01,
BSE,975533,1,DIALRESE34,DIALRESE34,F,INE657H08043,0.01,
BSE,975532,1,115ESPL25,115ESPL25,F,INE01YL07268,0.01,
BSE,975531,1,837KMIL27,837KMIL27,F,INE975F07IS6,0.01,
BSE,975530,1,838KMIL27,838KMIL27,F,INE975F07IR8,0.01,
BSE,975529,1,1075SSF26,1075SSF26,F,INE572J07695,0.01,
BSE,975528,1,MFSLMCLR28,MFSLMCLR28,F,INE348L07183,0.01,
BSE,975527,1,970MGICL34,970MGICL34,F,INE312X08034,0.01,
BSE,975526,1,975MGICL34,975MGICL34,F,INE312X08042,0.01,
BSE,975525,1,820ABHFL27,820ABHFL27,F,INE831R07441,0.01,
BSE,975524,1,940IHFP26,940IHFP26,F,INE01AI07025,0.01,
BSE,975523,1,751BSNL34,751BSNL34,F,INE103D08054,0.01,
BSE,975522,1,755BSNL34,755BSNL34,F,INE103D08047,0.01,
BSE,975521,1,748NTPC26,748NTPC26,F,INE733E08254,0.01,
BSE,975520,1,1110ESFB31,1110ESFB31,F,INE818W08115,0.01,
BSE,975519,1,11ESFB30,11ESFB30,F,INE818W08123,0.01,
BSE,975518,1,765HDFC34,765HDFC34,F,INE040A08AK2,0.01,
BSE,975517,1,14PFSPL26,14PFSPL26,F,INE514Q07338,0.01,
BSE,975516,1,825NHL29,825NHL29,F,INE410P08016,0.01,
BSE,975515,1,990OFSL027,990OFSL027,F,INE04VS07321,0.01,
BSE,975514,1,1040ERFL27,1040ERFL27,F,INE528S08076,0.01,
BSE,975513,1,10MCSL27,10MCSL27,F,INE296G07143,0.01,
BSE,975512,1,11HFL26,11HFL26,F,INE01ZK08588,0.01,
BSE,975511,1,975ACP27,975ACP27,F,INE01EQ07103,0.01,
BSE,975510,1,975ACPL27,975ACPL27,F,INE01EQ07095,0.01,
BSE,975509,1,746IRFC29,746IRFC29,F,INE053F08387,0.01,
BSE,975508,1,833ABFL27,833ABFL27,F,INE860H07IY4,0.01,
BSE,975507,1,757IREDL29,757IREDL29,F,INE202E08185,0.01,
BSE,975506,1,1250UCL29,1250UCL29,F,INE583D08057,0.01,
BSE,975505,1,805KMPL29,805KMPL29,F,INE916DA7SQ2,0.01,
BSE,975504,100000,1075LUF25,1075LUF25,F,INE0U7S15011,0.01,
BSE,975503,1,1335SHFL27,1335SHFL27,F,INE526R07025,0.01,
BSE,975502,1,10AAHL29,10AAHL29,F,INE0GCN07013,0.01,
BSE,975501,1,995AAHL27,995AAHL27,F,INE0GCN07021,0.01,
BSE,975500,1,EELGSEC27,EELGSEC27,F,INE468N08043,0.01,
BSE,975499,1,734IIFCL39,734IIFCL39,F,INE787H08097,0.01,
BSE,975498,1,990AKFL26,990AKFL26,F,INE03W107272,0.01,
BSE,975497,1,780TRCL29,780TRCL29,F,INE331A07331,0.01,
BSE,975496,1,780TRC28,780TRC28,F,INE331A07323,0.01,
BSE,975495,1,780TRCL28,780TRCL28,F,INE331A07315,0.01,
BSE,975494,1,839JSWSL27,839JSWSL27,F,INE019A08058,0.01,
BSE,975493,1,18MVL27,18MVL27,F,INE387I07013,0.01,
BSE,975492,1,12KSPL25,12KSPL25,F,INE07HK07700,0.01,
BSE,975491,1,889KFC34,889KFC34,F,INE818F07286,0.01,
BSE,975490,1,889KFC33,889KFC33,F,INE818F07294,0.01,
BSE,975489,1,889KFC32,889KFC32,F,INE818F07278,0.01,
BSE,975488,1,889KFC31,889KFC31,F,INE818F07260,0.01,
BSE,975487,1,889KFC30,889KFC30,F,INE818F07252,0.01,
BSE,975486,1,980DFPL27,980DFPL27,F,INE604O08132,0.01,
BSE,975485,1,755PFC27,755PFC27,F,INE134E08MZ8,0.01,
BSE,975484,1,796PIL29,796PIL29,F,INE01XX07034,0.01,
BSE,975483,1,796PIL28,796PIL28,F,INE01XX07042,0.01,
BSE,975482,1,796PIL27,796PIL27,F,INE01XX07059,0.01,
BSE,975481,1,ICFSL7324,ICFSL7324,F,INE321N07392,0.01,
BSE,975480,1,990VCL26,990VCL26,F,INE01HV07452,0.01,
BSE,975479,1,825SCCL29,825SCCL29,F,INE403G07095,0.01,
BSE,975478,1,92OPL25,92OPL25,F,INE248U07FB9,0.01,
BSE,975477,1,735PGCIL34,735PGCIL34,F,INE752E08734,0.01,
BSE,975476,1,764ABL34,764ABL34,F,INE238A08492,0.01,
BSE,975475,1,1075SSF26A,1075SSF26A,F,INE572J07679,0.01,
BSE,975474,1,975VFSPL27,975VFSPL27,F,INE016P07195,0.01,
BSE,975473,1,835AFL27,835AFL27,F,INE891K07952,0.01,
BSE,975472,1,13KCPL27,13KCPL27,F,INE200W07381,0.01,
BSE,975471,1,AFLZC26,AFLZC26,F,INE891K07960,0.01,
BSE,975470,1,810IHFC27,810IHFC27,F,INE071G07660,0.01,
BSE,975469,1,1085SFL25,1085SFL25,F,INE03K307025,0.01,
BSE,975468,1,PCHTBILL25,PCHTBILL25,F,INE516Y07501,0.01,
BSE,975467,1,91SFL27A,91SFL27A,F,INE721A07RZ1,0.01,
BSE,975466,1,1075AFPL26,1075AFPL26,F,INE501X07554,0.01,
BSE,975465,1,1260MFL26,1260MFL26,F,INE939X07127,0.01,
BSE,975464,1,753IRED34,753IRED34,F,INE202E08177,0.01,
BSE,975463,1,975KFIL26,975KFIL26,F,INE192U07343,0.01,
BSE,975462,1,751MTNL34,751MTNL34,F,INE153A08188,0.01,
BSE,975461,1,MFLRESET26,MFLRESET26,F,INE522D07CF1,0.01,
BSE,975460,1,SBFCRESE27,SBFCRESE27,F,INE423Y07096,0.01,
BSE,975459,100000,98024PLD28,98024PLD28,F,INE0TWW15018,0.01,
BSE,975458,100000,1162AKH25,1162AKH25,F,INE0TXH15017,0.01,
BSE,975457,1,805CTIL27,805CTIL27,F,INE055A08045,0.01,
BSE,975456,1,755DDL39,755DDL39,F,INE0J7Q07249,0.01,
BSE,975455,1,820ABHF27,820ABHF27,F,INE831R07425,0.01,
BSE,975454,1,0MSFL26,0MSFL26,F,INE138I08075,0.01,
BSE,975453,1,1005MFL29B,1005MFL29B,F,INE549K08475,0.01,
BSE,975452,1,993V6T29,993V6T29,F,INE0TTV15024,0.01,
BSE,975451,1,937V6T27,937V6T27,F,INE0TTV15016,0.01,
BSE,975450,1,93OPL26,93OPL26,F,INE248U07FA1,0.01,
BSE,975449,1,1110ESAF34,1110ESAF34,F,INE818W08107,0.01,
BSE,975448,1,835AFL2026,835AFL2026,F,INE891K07945,0.01,
BSE,975447,1,995ICFL26C,995ICFL26C,F,INE896L08064,0.01,
BSE,975446,1,935PEL26,935PEL26,F,INE140A07799,0.01,
BSE,975445,1,995ICFL26B,995ICFL26B,F,INE896L07967,0.01,
BSE,975444,1,995ICFL26A,995ICFL26A,F,INE896L07959,0.01,
BSE,975443,1,ABFRESET27,ABFRESET27,F,INE860H07IX6,0.01,
BSE,975442,1,829SBICP34,829SBICP34,F,INE018E08359,0.01,
BSE,975441,1,885VTPL25,885VTPL25,F,INE795W07018,0.01,
BSE,975440,1,12SML26,12SML26,F,INE982X07424,0.01,
BSE,975439,1,10MMFL26,10MMFL26,F,INE101Q07AP9,0.01,
BSE,975438,1,0ADPL27,0ADPL27,F,INE223Y07025,0.01,
BSE,975437,1,995PDL34A,995PDL34A,F,INE420C07098,0.01,
BSE,975436,1,SBFCTBI25,SBFCTBI25,F,INE423Y07070,0.01,
BSE,975435,1,SBFCTBIL25,SBFCTBIL25,F,INE423Y07088,0.01,
BSE,975434,1,833HFSL27,833HFSL27,F,INE756I07EY1,0.01,
BSE,975433,1,744IRFC34,744IRFC34,F,INE053F08379,0.01,
BSE,975432,1,841MRHFL29,841MRHFL29,F,INE950O07446,0.01,
BSE,975431,1,1175NCPL26,1175NCPL26,F,INE814O07493,0.01,
BSE,975430,1,AIPLREST29,AIPLREST29,F,INE0REQ08017,0.01,
BSE,975429,1,AHL22244,AHL22244,F,INE365D08067,0.01,
BSE,975428,1,1133LFL26,1133LFL26,F,INE090W07675,0.01,
BSE,975427,1,12SFIS25,12SFIS25,F,INE551U07274,0.01,
BSE,975426,1,960HCFSL34,960HCFSL34,F,INE539K08252,0.01,
BSE,975425,1,1325MFL26,1325MFL26,F,INE939X07119,0.01,
BSE,975424,1,1360DKGF27,1360DKGF27,F,INE179P07332,0.01,
BSE,975423,1,747RL34,747RL34,F,INE020B08EY5,0.01,
BSE,975422,1,764RL27,764RL27,F,INE020B08EX7,0.01,
BSE,975421,1,1015KSPL25,1015KSPL25,F,INE07HK07676,0.01,
BSE,975420,1,0PMPL29,0PMPL29,F,INE0NF807025,0.01,
BSE,975419,1,NWIL22224,NWIL22224,F,INE523L07AK6,0.01,
BSE,975418,1,950AFPL25,950AFPL25,F,INE501X07547,0.01,
BSE,975417,1,759IREDA34,759IREDA34,F,INE202E08169,0.01,
